,type,timestamp,open,high,low,close,volume,quoteVolume,trades,exchangeId,pairAddress,baseAddress,quoteAddress
11,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-12,0.997108198056938,1.0034247550314748,0.9968144806020092,0.9970001920695268,4064.783670494513,4059.039750866892,21,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
12,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-13,1.0027777443900556,1.0070893098159734,0.9936244260170422,0.99877612,69042.51948290087,69081.65969104608,43,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
13,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-14,1.0047826097496944,1.0054012940834152,0.9970465383105266,0.9970465383105266,7320.875959772584,7328.70377061941,24,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
14,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-15,0.9966650602536984,1.0033729232078827,0.9965137818181818,1.0029927150726987,5169.5975634576125,5169.008850142608,23,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
15,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-16,0.9969773333599348,1.0050964534184366,0.9966092509457756,1.0035342939094714,19043.960302174837,19054.51699607668,33,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
16,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-17,1.0038115812114867,1.0050802470251357,0.9966687819737312,1.0034999751835498,31988.86706810035,32061.326533531534,56,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
17,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-18,1.0037306681099503,1.005913269466285,0.997777164526098,0.9995147227182648,24264.780921432968,24306.85498887828,44,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
18,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-19,0.999398443758657,1.004801465409738,0.9951303501436788,0.9958391924990382,15256.631538649783,15238.207065187895,31,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
19,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-20,1.001741067568268,1.0031506329036273,0.9956864533330386,1.0031506329036273,4492.641354955171,4496.829380297842,29,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
20,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-21,0.9969086913712274,1.0039559798254658,0.9960744459216284,1.0024882923536236,13599.961068520362,13598.014266297923,39,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
21,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-22,1.0026475984686312,1.0026475984686312,0.9955222020772015,0.9958132956776105,5325.107170266264,5320.621692302752,27,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
22,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-23,1.001444191867645,1.0023455344037802,0.99514236,0.995420974260346,8638.204306630025,8626.009452421591,53,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
23,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-24,1.0014118476558185,1.0023969363641585,0.9957257931731812,1.0023969363641585,3616.40624947748,3618.152533902388,29,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
24,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-25,0.9964351734725344,1.0031349698591436,0.9961397326607818,0.9965641991300142,3669.1221894460687,3662.0353488455376,16,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
25,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-26,0.9965407420345368,1.0025395310878815,0.9962079833160956,1.0024674754220708,1407.873068677783,1407.0831575096895,13,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
26,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-27,0.9957240878307728,1.0059030562544304,0.9940633036613752,1.0005461751760818,43163.89524509284,43123.28474160932,38,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
27,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-28,1.0000590507619747,1.004243400024109,0.9963486576662945,1.0020996550044428,8427.186371278305,8432.981670356789,26,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
28,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-29,0.996107386460454,1.0033768378930032,0.9942652350081012,1.0001078459775272,10755.342842721611,10738.82614595754,41,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
29,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-30,1.0001793066089617,1.005124708614932,0.9951940933396128,1.005124708614932,10685.79230397998,10700.813368112991,29,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
