,type,timestamp,open,high,low,close,volume,quoteVolume,trades,exchangeId,pairAddress,baseAddress,quoteAddress
10,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-11,0.0007870892903776,0.0007959037218817,0.0007783438690219,0.0007882563227482,1504508.185844,1184.6471893852888,1967,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
11,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-12,0.0007930082132948,0.0008095914935412,1e-06,0.0007875745931586,1926435.976111,1151.611049165466,2154,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
12,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-13,0.0007875754615428,0.0007965587090257,0.0007418165837297,0.000759879669204,6248136.168848,4820.172170004273,2453,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
13,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-14,0.0007553082474549,0.0007686914898204,0.0007398528870932,0.0007619815795496,3291397.759221,2489.805979637797,2091,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
14,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-15,0.0007665695769074,0.00079433753658,0.0007617772783796,0.0007895394057862,2392749.317146,1861.6928416601515,2271,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
15,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-16,0.0007895312228592,0.0008710480179258,0.0007812221089232,0.0008560786189361,8064365.813264,6648.827618846358,2960,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
16,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-17,0.0008560713699786,0.0008612557106423,0.0008396903743494,0.0008396903743494,2194972.111017,1863.9197386575663,2119,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
17,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-18,0.000844715284632,0.0008528567971715,0.0008356615652232,0.0008415018763407,1975042.445605,1666.3114753355417,1604,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
18,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-19,0.0008414993795191,0.0008683146237361,0.0008366515323551,0.0008594734486547,2886406.531958,2457.7311329084087,1956,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
19,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-20,0.0008594929823146,0.001,0.0008137735919177,0.0008191824663172,3059375.012841,2671.1778320695303,2787,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
20,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-21,0.0008241225266597,0.0008556168530909,0.0008173798755771,0.0008277448092743,1859192.817624,1545.390847121096,2923,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
21,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-22,0.0008278442161475,0.000860466716,0.0008121783608506,0.0008243313601038,2765684.839274,2298.851518397356,2429,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
22,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-23,0.0008193917832215,0.00083163663685,0.0008133104722021,0.0008178053034823,1310348.790927,1075.1884196392728,1710,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
23,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-24,0.0008177490770347,0.0008333333333333,0.0008152352336422,0.0008166005646194,663558.439085,544.6020205405292,1485,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
24,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-25,0.0008165841018475,0.0008745526242666,0.0007872292322684,0.0008190660589307,4282641.533301,3530.429827645852,1301,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
25,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-26,0.000824005949195,0.0008273036360592,0.0008128026207552,0.0008177027218104,897560.197935,736.4066140500298,1643,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
26,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-27,0.000817715792479,0.001339012161,0.0008107713820382,0.0008269597484831,1335161.084312,1266.5535262428743,1667,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
27,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-28,0.0008269685472887,0.00097284713975,0.0008217507332009,0.0008401768041836,2270420.480687,1964.9031789025448,2023,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
28,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-29,0.0008401211503608,0.0008467302559318,0.0008290211650597,0.0008310902896179,1484318.031745,1241.9893315297973,2453,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
29,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-30,0.0008310707076706,0.0008679303812857,0.0008302429362281,0.000838235129574,1209231.012555,1018.0150570166624,2113,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
